ddpg/stats_g/mean,ddpg/stats_g/std,ddpg/stats_o/mean,ddpg/stats_o/std,epoch,test/episode,test/mean_Q,test/success_rate,test/sum_rewards,test/timesteps,time_eval,time_rollout,time_train,time_ve,timesteps,train/actor_loss,train/critic_loss,train/episode,train/success_rate,train/sum_rewards,train/timesteps,ve/loss,ve/stats_disag/mean,ve/stats_disag/std,ve/stats_g/mean,ve/stats_g/std,ve/stats_o/mean,ve/stats_o/std
-0.3211934,0.3833685,-0.3915773,0.26247996,0,10.0,-3.602291,0.1,-44.6,500.0,0.7911050319671631,15.650720357894897,70.73392844200134,395.0346038341522,2500,-0.73842055,0.029613994,50.0,0.1,-43.38,2500.0,1.2011526,0.5706714,0.33655125,-0.009751743,0.49672168,-0.39328215,0.26266354
-0.27542382,0.38657963,-0.34494126,0.26919323,1,20.0,-3.9279351,0.2,-39.9,1000.0,0.883629560470581,15.21181583404541,68.77124404907227,385.3531928062439,5000,-0.9932714,0.019491281,100.0,0.12,-44.56,5000.0,2.0545657,0.62848127,0.38491988,0.025355466,0.49407768,-0.3464399,0.26969966
-0.16890393,0.46423757,-0.22104874,0.42397612,2,30.0,-4.297992,0.2,-39.4,1500.0,0.8654026985168457,15.110777854919434,67.49029397964478,382.2751233577728,7500,-1.5357733,0.026802171,150.0,0.1,-45.08,7500.0,2.3829434,0.63455933,0.39734852,0.063835464,0.50574213,-0.22266535,0.42471832
-0.17834786,0.4610283,-0.22524682,0.42761427,3,40.0,-5.4797916,0.2,-40.4,2000.0,0.9457015991210938,14.805755138397217,67.23069024085999,383.8415982723236,10000,-1.9174737,0.03029148,200.0,0.32,-38.18,10000.0,2.4006364,0.67691857,0.38634846,0.030034514,0.51008993,-0.22609286,0.4287452
-0.16344659,0.44858077,-0.20602976,0.41338938,4,50.0,-6.6296477,0.2,-39.9,2500.0,0.6029167175292969,14.488742351531982,65.80694603919983,376.6406350135803,12500,-2.0722318,0.03397227,250.0,0.24,-40.48,12500.0,2.3219843,0.67475486,0.3954958,0.027360676,0.5060483,-0.2064678,0.41414165
-0.15991318,0.43974414,-0.20110409,0.40320218,5,60.0,-1.9800398,0.8,-14.4,3000.0,0.5033721923828125,12.792482614517212,55.54604768753052,337.3817358016968,15000,-2.2163777,0.037510138,300.0,0.22,-40.7,15000.0,2.2591574,0.64550114,0.39912918,0.017525274,0.5168485,-0.20115402,0.4041416
-0.14843161,0.44709754,-0.18774694,0.41121805,6,70.0,-8.248803,0.2,-41.3,3500.0,0.45149707794189453,12.237562894821167,55.42562651634216,321.4542212486267,17500,-2.3945181,0.039506905,350.0,0.28,-40.16,17500.0,2.2515225,0.70102465,0.38362283,0.014742905,0.5184603,-0.18817495,0.41192362
-0.13638121,0.46097374,-0.17017011,0.42977917,7,80.0,-7.468324,0.5,-26.7,4000.0,0.46643829345703125,12.51924753189087,54.22697329521179,313.3304805755615,20000,-2.5522435,0.042180173,400.0,0.38,-36.66,20000.0,2.2381134,0.66064173,0.38852754,0.0035421974,0.5238792,-0.17132534,0.43005252
-0.12468234,0.45949244,-0.15622717,0.42954814,8,90.0,-7.0912733,0.3,-35.8,4500.0,0.4879763126373291,11.94316554069519,54.675068855285645,320.6699798107147,22500,-2.6563406,0.046168033,450.0,0.38,-37.46,22500.0,2.207222,0.6735735,0.39541635,0.004594728,0.5219135,-0.15703043,0.43050513
-0.13098124,0.45744523,-0.16451061,0.42627236,9,100.0,-8.7362585,0.2,-40.6,5000.0,0.4863429069519043,12.200162887573242,54.91253113746643,318.72588419914246,25000,-2.727609,0.049716562,500.0,0.32,-38.1,25000.0,2.1795738,0.6747065,0.39576352,0.0006741239,0.52296084,-0.16538857,0.42715245
-0.12370923,0.4595347,-0.15422703,0.4315415,10,110.0,-7.937812,0.2,-41.3,5500.0,0.5670080184936523,13.418428182601929,58.80509948730469,345.4023790359497,27500,-2.7942863,0.05141081,550.0,0.46,-33.44,27500.0,2.1432652,0.6376212,0.40632835,-0.0035286578,0.52019155,-0.15462452,0.4322485
-0.10566234,0.46256396,-0.13136356,0.43798083,11,120.0,-12.488033,0.1,-45.2,6000.0,0.3515145778656006,12.913022756576538,57.47137141227722,332.1802325248718,30000,-2.7626977,0.054245677,600.0,0.42,-35.84,30000.0,2.104486,0.66412073,0.3911999,-0.0018178215,0.5183557,-0.13206698,0.43850732
-0.10432524,0.46076876,-0.12994738,0.43602562,12,130.0,-9.114703,0.3,-37.9,6500.0,0.4816460609436035,12.669821739196777,58.224077463150024,342.32767701148987,32500,-2.779547,0.055703666,650.0,0.42,-36.46,32500.0,2.0803552,0.6501657,0.39818266,-0.0015272554,0.51756084,-0.13116069,0.43641776
-0.10522199,0.4583361,-0.13148962,0.43337703,13,140.0,-13.5799885,0.1,-44.4,7000.0,0.4664618968963623,12.65701150894165,56.385324001312256,332.8509237766266,35000,-2.814496,0.056995206,700.0,0.38,-34.98,35000.0,2.049347,0.6534954,0.38516235,-0.003130387,0.5166726,-0.13242835,0.43403435
-0.09963364,0.45913064,-0.12568963,0.4346946,14,150.0,-6.6077814,0.7,-21.7,7500.0,0.5408878326416016,11.9192795753479,52.789817094802856,313.7994191646576,37500,-2.8434305,0.057663668,750.0,0.4,-37.42,37500.0,2.0279875,0.6447784,0.39158946,0.0040678503,0.5188829,-0.12649834,0.43500662
